id;region;fecha;hora;es_dia;temperatura_2m;lluvia_mm;humedad_relativa_2m;temperatura_aparente;radiacion_directa;cod_clima;presion_msl
3838;sierra;1/10/2021;12:00;1;11.2;0.50;82;10.0;89.0;51;1021.5
3839;costa;1/10/2021;12:00;1;21.3;0.00;81;23.6;4.0;0;1012.4
3840;oriente;1/10/2021;12:00;1;27.1;0.10;51;28.0;295.7;51;1014.8
3841;sierra;2/10/2021;0:00;0;10.1;0.10;73;8.9;6.5;51;1018.9
3842;costa;2/10/2021;0:00;0;26.9;0.00;60;28.0;142.3;1;1009.3
3843;oriente;2/10/2021;0:00;0;17.5;0.00;98;19.6;5.3;2;1014.4
3844;sierra;2/10/2021;12:00;1;11.6;0.70;80;10.5;253.3;51;1020.7
3845;costa;2/10/2021;12:00;1;21.8;0.00;76;23.7;3.5;2;1012.4
3846;oriente;2/10/2021;12:00;1;27.2;0.80;55;29.2;324.5;51;1014.4
3847;sierra;3/10/2021;0:00;0;9.1;0.70;86;8.0;3.5;51;1018.4
3848;costa;3/10/2021;0:00;0;25.0;0.00;64;25.7;207.0;3;1009.8
3849;oriente;3/10/2021;0:00;0;18.6;0.00;91;20.6;4.2;2;1012.0
3850;sierra;3/10/2021;12:00;1;12.1;0.30;78;10.8;347.3;51;1018.7
3851;costa;3/10/2021;12:00;1;20.6;0.00;81;22.5;4.0;2;1010.7
3852;oriente;3/10/2021;12:00;1;27.0;1.20;56;29.2;323.5;51;1012.4
3853;sierra;4/10/2021;0:00;0;10.1;1.00;80;8.9;2.2;51;1017.8
3854;costa;4/10/2021;0:00;0;25.4;0.00;66;26.7;213.8;3;1008.2
3855;oriente;4/10/2021;0:00;0;19.4;0.00;90;21.5;6.2;3;1011.9
3856;sierra;4/10/2021;12:00;1;12.3;0.70;89;11.5;277.3;51;1019.1
3857;costa;4/10/2021;12:00;1;20.9;0.80;80;23.0;3.3;51;1011.4
3858;oriente;4/10/2021;12:00;1;25.0;4.40;87;30.0;165.2;53;1013.1
3859;sierra;5/10/2021;0:00;0;9.1;1.20;85;8.1;2.2;51;1019.5
3860;costa;5/10/2021;0:00;0;25.9;0.00;64;27.1;147.2;3;1008.3
3861;oriente;5/10/2021;0:00;0;19.1;1.80;96;21.4;1.5;51;1013.3
3862;sierra;5/10/2021;12:00;1;10.5;0.60;83;9.3;27.7;51;1020.1
3863;costa;5/10/2021;12:00;1;21.5;0.00;77;23.2;4.0;2;1011.7
3864;oriente;5/10/2021;12:00;1;26.7;1.00;66;30.3;254.3;51;1013.4
3865;sierra;6/10/2021;0:00;0;8.9;0.70;92;7.8;3.5;51;1020.4
3866;costa;6/10/2021;0:00;0;25.7;0.00;68;27.5;215.0;2;1008.7
3867;oriente;6/10/2021;0:00;0;19.6;1.30;95;22.3;2.2;51;1014.0
3868;sierra;6/10/2021;12:00;1;12.4;1.90;92;11.8;221.8;51;1019.9
3869;costa;6/10/2021;12:00;1;21.1;0.00;83;23.2;5.3;0;1011.5
3870;oriente;6/10/2021;12:00;1;23.8;3.20;81;27.4;73.0;53;1015.1
3871;sierra;7/10/2021;0:00;0;8.9;3.00;88;7.5;1.0;53;1019.9
3872;costa;7/10/2021;0:00;0;24.6;0.30;65;26.1;31.3;51;1010.1
3873;oriente;7/10/2021;0:00;0;19.8;7.30;98;22.6;0.8;55;1014.6
3874;sierra;7/10/2021;12:00;1;10.8;2.80;86;9.3;109.0;51;1020.9
3875;costa;7/10/2021;12:00;1;20.9;0.00;82;23.0;3.0;3;1011.6
3876;oriente;7/10/2021;12:00;1;24.5;1.60;74;27.5;30.7;51;1015.2
3877;sierra;8/10/2021;0:00;0;9.3;0.30;77;7.5;0.8;51;1019.2
3878;costa;8/10/2021;0:00;0;26.6;0.00;62;27.9;303.2;3;1008.2
3879;oriente;8/10/2021;0:00;0;17.3;0.00;93;18.5;4.2;1;1013.1
3880;sierra;8/10/2021;12:00;1;12.3;0.10;73;10.8;314.8;51;1020.1
3881;costa;8/10/2021;12:00;1;21.0;0.00;81;23.3;4.8;3;1012.1
3882;oriente;8/10/2021;12:00;1;27.3;0.20;51;28.7;225.3;51;1013.7
3883;sierra;9/10/2021;0:00;0;9.2;0.10;77;7.9;5.8;51;1019.6
3884;costa;9/10/2021;0:00;0;25.8;0.00;66;27.4;162.8;2;1009.0
3885;oriente;9/10/2021;0:00;0;19.5;0.30;93;22.5;4.0;51;1015.1
3886;sierra;9/10/2021;12:00;1;12.3;0.20;79;11.3;322.7;51;1019.9
3887;costa;9/10/2021;12:00;1;21.4;0.00;83;24.0;4.0;1;1012.6
3888;oriente;9/10/2021;12:00;1;25.0;0.50;74;28.5;133.0;51;1014.8
3889;sierra;10/10/2021;0:00;0;8.6;0.60;99;7.9;1.7;51;1020.2
3890;costa;10/10/2021;0:00;0;25.4;0.00;68;27.1;116.3;2;1010.4
3891;oriente;10/10/2021;0:00;0;19.2;4.30;99;21.8;2.5;53;1015.4
3892;sierra;10/10/2021;12:00;1;10.7;0.80;90;9.8;76.8;51;1021.4
3893;costa;10/10/2021;12:00;1;21.1;0.00;85;23.9;4.7;3;1013.6
3894;oriente;10/10/2021;12:00;1;25.1;4.00;76;28.7;229.7;53;1015.5
3895;sierra;11/10/2021;0:00;0;10.1;3.50;92;9.4;7.2;53;1019.6
3896;costa;11/10/2021;0:00;0;24.6;0.00;74;26.7;142.3;3;1011.1
3897;oriente;11/10/2021;0:00;0;19.3;4.60;96;21.9;2.5;53;1015.6
3898;sierra;11/10/2021;12:00;1;13.6;1.80;98;13.3;331.2;51;1020.6
3899;costa;11/10/2021;12:00;1;20.4;0.30;87;22.9;5.7;51;1012.9
3900;oriente;11/10/2021;12:00;1;22.8;1.20;84;26.4;28.0;51;1017.5
3901;sierra;12/10/2021;0:00;0;9.6;0.00;72;8.1;5.0;2;1020.8
3902;costa;12/10/2021;0:00;0;26.6;0.00;64;28.3;287.8;1;1009.4
3903;oriente;12/10/2021;0:00;0;19.6;0.40;98;22.3;0.8;51;1015.2
3904;sierra;12/10/2021;12:00;1;12.8;0.30;85;11.9;284.3;51;1021.6
3905;costa;12/10/2021;12:00;1;21.7;0.00;81;23.6;5.0;0;1013.4
3906;oriente;12/10/2021;12:00;1;25.5;1.30;74;28.8;246.0;51;1016.1
3907;sierra;13/10/2021;0:00;0;9.6;1.40;82;8.4;4.0;51;1021.0
3908;costa;13/10/2021;0:00;0;26.1;0.00;68;28.2;103.3;3;1010.3
3909;oriente;13/10/2021;0:00;0;20.2;1.00;96;23.2;3.8;51;1016.3
3910;sierra;13/10/2021;12:00;1;14.7;6.30;69;13.7;371.3;55;1019.1
3911;costa;13/10/2021;12:00;1;21.9;0.00;83;24.8;1.2;3;1012.5
3912;oriente;13/10/2021;12:00;1;27.8;0.30;62;30.9;385.2;51;1013.6
3913;sierra;14/10/2021;0:00;0;10.3;0.00;85;9.6;8.2;3;1017.9
3914;costa;14/10/2021;0:00;0;25.7;0.00;71;28.4;72.7;3;1010.0
3915;oriente;14/10/2021;0:00;0;20.1;0.00;87;22.4;2.2;3;1013.8
3916;sierra;14/10/2021;12:00;1;13.3;0.20;80;12.5;370.7;51;1018.6
3917;costa;14/10/2021;12:00;1;22.2;0.10;77;24.6;0.0;51;1012.7
3918;oriente;14/10/2021;12:00;1;24.8;1.30;83;29.0;47.2;51;1014.4
3919;sierra;15/10/2021;0:00;0;9.4;0.00;98;8.7;7.8;3;1018.4
3920;costa;15/10/2021;0:00;0;25.5;0.00;70;27.2;50.3;3;1010.5
3921;oriente;15/10/2021;0:00;0;19.4;0.50;94;22.1;0.8;51;1014.1
3922;sierra;15/10/2021;12:00;1;11.9;3.20;74;10.4;150.3;53;1020.9
3923;costa;15/10/2021;12:00;1;21.7;0.00;81;23.9;2.5;3;1013.4
3924;oriente;15/10/2021;12:00;1;25.1;3.00;77;28.8;221.3;51;1015.0
3925;sierra;16/10/2021;0:00;0;10.0;0.80;86;9.0;1.2;51;1020.6
3926;costa;16/10/2021;0:00;0;25.8;0.00;66;27.7;146.7;1;1009.8
3927;oriente;16/10/2021;0:00;0;19.5;5.70;95;22.4;0.8;53;1015.3
3928;sierra;16/10/2021;12:00;1;11.3;4.40;85;9.8;133.5;53;1021.9
3929;costa;16/10/2021;12:00;1;21.3;0.40;88;24.6;0.5;51;1013.7
3930;oriente;16/10/2021;12:00;1;24.6;3.40;76;28.2;93.3;53;1016.7
3931;sierra;17/10/2021;0:00;0;10.2;0.00;66;8.6;0.0;3;1021.4
3932;costa;17/10/2021;0:00;0;26.5;0.00;68;29.0;69.8;3;1011.0
3933;oriente;17/10/2021;0:00;0;19.6;13.10;98;22.7;0.0;61;1017.4
3934;sierra;17/10/2021;12:00;1;12.1;0.90;87;10.9;48.5;51;1022.2
3935;costa;17/10/2021;12:00;1;22.2;0.60;93;26.1;0.0;51;1014.4
3936;oriente;17/10/2021;12:00;1;23.3;1.70;83;27.2;104.8;51;1018.3
3937;sierra;18/10/2021;0:00;0;9.1;0.30;86;8.2;0.0;51;1021.4
3938;costa;18/10/2021;0:00;0;24.4;0.10;78;26.9;55.8;51;1012.4
3939;oriente;18/10/2021;0:00;0;17.9;0.00;96;20.0;3.5;3;1015.9
3940;sierra;18/10/2021;12:00;1;11.5;0.60;88;10.7;328.8;51;1021.4
3941;costa;18/10/2021;12:00;1;22.1;0.00;83;25.1;0.0;3;1013.6
3942;oriente;18/10/2021;12:00;1;26.2;0.00;66;29.1;348.8;3;1015.6
3943;sierra;19/10/2021;0:00;0;9.5;0.00;80;8.2;8.3;3;1020.0
3944;costa;19/10/2021;0:00;0;25.3;0.00;70;27.1;26.3;3;1011.5
3945;oriente;19/10/2021;0:00;0;19.4;2.60;90;21.5;3.8;51;1015.8
3946;sierra;19/10/2021;12:00;1;12.1;1.20;87;11.1;278.5;51;1021.2
3947;costa;19/10/2021;12:00;1;21.2;0.00;90;24.1;1.5;3;1014.1
3948;oriente;19/10/2021;12:00;1;26.0;0.50;67;28.9;327.7;51;1015.7
3949;sierra;20/10/2021;0:00;0;9.3;0.20;86;8.3;8.2;51;1021.9
3950;costa;20/10/2021;0:00;0;26.4;0.00;68;29.2;126.0;2;1011.7
3951;oriente;20/10/2021;0:00;0;18.9;15.80;96;20.9;2.3;63;1017.2
3952;sierra;20/10/2021;12:00;1;11.4;0.30;91;10.8;201.7;51;1022.5
3953;costa;20/10/2021;12:00;1;21.9;0.20;89;25.1;1.7;51;1014.3
3954;oriente;20/10/2021;12:00;1;24.8;0.80;74;27.7;319.8;51;1017.2
3955;sierra;21/10/2021;0:00;0;9.6;1.70;89;8.8;0.0;51;1021.4
3956;costa;21/10/2021;0:00;0;25.1;2.50;91;30.4;60.8;51;1012.3
3957;oriente;21/10/2021;0:00;0;19.0;25.60;100;21.6;4.7;63;1017.9
3958;sierra;21/10/2021;12:00;1;12.2;1.30;89;11.6;94.2;51;1021.6
3959;costa;21/10/2021;12:00;1;22.0;1.20;91;25.3;0.0;51;1015.0
3960;oriente;21/10/2021;12:00;1;24.9;0.10;76;28.3;269.7;51;1016.7
3961;sierra;22/10/2021;0:00;0;9.8;4.20;86;8.9;2.2;53;1020.0
3962;costa;22/10/2021;0:00;0;25.6;0.40;76;29.1;25.0;51;1012.8
3963;oriente;22/10/2021;0:00;0;18.4;0.30;95;20.8;1.5;51;1016.3
3964;sierra;22/10/2021;12:00;1;11.7;2.50;95;11.0;218.0;51;1020.5
3965;costa;22/10/2021;12:00;1;21.9;0.00;85;24.6;1.3;3;1013.9
3966;oriente;22/10/2021;12:00;1;25.3;4.80;73;28.6;147.2;53;1015.8
3967;sierra;23/10/2021;0:00;0;9.5;3.20;86;8.4;1.0;53;1019.3
3968;costa;23/10/2021;0:00;0;25.0;0.10;75;27.5;64.8;51;1011.5
3969;oriente;23/10/2021;0:00;0;19.8;0.70;97;22.8;1.2;51;1015.0
3970;sierra;23/10/2021;12:00;1;11.5;4.40;89;10.8;97.2;53;1019.5
3971;costa;23/10/2021;12:00;1;22.5;0.00;83;25.2;2.3;3;1013.4
3972;oriente;23/10/2021;12:00;1;24.6;5.50;77;28.0;190.0;53;1015.3
3973;sierra;24/10/2021;0:00;0;9.3;0.80;89;8.7;3.0;51;1020.6
3974;costa;24/10/2021;0:00;0;25.2;0.00;74;27.9;75.0;3;1010.9
3975;oriente;24/10/2021;0:00;0;18.2;0.80;99;20.7;1.3;51;1016.2
3976;sierra;24/10/2021;12:00;1;13.3;0.40;88;12.8;328.7;51;1019.7
3977;costa;24/10/2021;12:00;1;22.4;0.00;86;25.5;5.2;2;1013.4
3978;oriente;24/10/2021;12:00;1;24.7;0.60;72;27.4;179.5;51;1015.8
3979;sierra;25/10/2021;0:00;0;10.3;2.10;83;9.4;3.5;51;1020.6
3980;costa;25/10/2021;0:00;0;26.3;0.00;72;29.1;103.0;3;1012.0
3981;oriente;25/10/2021;0:00;0;19.1;7.10;99;21.9;1.5;55;1016.8
3982;sierra;25/10/2021;12:00;1;12.0;3.30;93;11.4;205.8;53;1020.7
3983;costa;25/10/2021;12:00;1;22.6;0.30;85;25.7;0.3;51;1015.1
3984;oriente;25/10/2021;12:00;1;25.1;0.70;74;28.0;170.5;51;1016.5
3985;sierra;26/10/2021;0:00;0;10.1;4.40;88;9.5;2.0;53;1021.8
3986;costa;26/10/2021;0:00;0;24.9;0.00;78;27.6;119.2;3;1012.4
3987;oriente;26/10/2021;0:00;0;19.0;4.00;96;21.7;2.0;53;1017.4
3988;sierra;26/10/2021;12:00;1;10.5;2.20;97;9.8;16.3;51;1022.3
3989;costa;26/10/2021;12:00;1;22.4;0.00;86;25.5;1.2;3;1013.1
3990;oriente;26/10/2021;12:00;1;24.2;7.20;81;28.2;70.7;55;1016.4
3991;sierra;27/10/2021;0:00;0;9.6;1.10;92;9.0;0.0;51;1020.5
3992;costa;27/10/2021;0:00;0;24.3;0.90;79;26.7;28.3;51;1012.3
3993;oriente;27/10/2021;0:00;0;19.7;7.20;98;22.9;0.3;55;1016.3
3994;sierra;27/10/2021;12:00;1;11.4;3.40;98;10.9;207.7;53;1020.9
3995;costa;27/10/2021;12:00;1;22.7;0.00;87;25.7;1.7;3;1013.1
3996;oriente;27/10/2021;12:00;1;23.8;0.00;75;26.7;37.0;3;1016.5
3997;sierra;28/10/2021;0:00;0;8.7;4.30;94;8.1;0.0;53;1022.7
3998;costa;28/10/2021;0:00;0;26.3;0.00;72;29.6;143.0;3;1011.3
3999;oriente;28/10/2021;0:00;0;18.6;0.00;92;20.6;1.2;2;1017.3
4000;sierra;28/10/2021;12:00;1;9.5;3.80;99;8.7;135.0;53;1023.8
4001;costa;28/10/2021;12:00;1;22.6;0.00;80;25.0;1.2;3;1014.1
4002;oriente;28/10/2021;12:00;1;26.4;0.10;61;28.2;348.7;51;1016.8
4003;sierra;29/10/2021;0:00;0;8.9;0.20;83;7.6;5.3;51;1022.6
4004;costa;29/10/2021;0:00;0;26.1;0.00;66;28.0;102.3;3;1011.7
4005;oriente;29/10/2021;0:00;0;18.4;0.00;88;19.9;4.0;2;1016.9
4006;sierra;29/10/2021;12:00;1;10.1;0.90;85;8.7;55.3;51;1023.0
4007;costa;29/10/2021;12:00;1;22.2;0.00;83;25.1;6.3;1;1013.3
4008;oriente;29/10/2021;12:00;1;26.5;0.00;60;28.0;208.5;3;1015.8
4009;sierra;30/10/2021;0:00;0;9.4;0.00;71;8.0;5.8;0;1020.0
4010;costa;30/10/2021;0:00;0;26.8;0.00;62;28.7;178.8;3;1010.4
4011;oriente;30/10/2021;0:00;0;18.5;0.00;91;20.7;3.7;1;1015.0
4012;sierra;30/10/2021;12:00;1;10.7;0.20;86;9.5;68.7;51;1021.6
4013;costa;30/10/2021;12:00;1;21.6;0.00;82;24.0;5.8;0;1013.8
4014;oriente;30/10/2021;12:00;1;25.8;0.20;62;27.7;336.0;51;1015.3
4015;sierra;31/10/2021;0:00;0;9.3;0.20;90;8.5;2.5;51;1020.3
4016;costa;31/10/2021;0:00;0;25.8;0.10;69;27.5;116.5;51;1011.3
4017;oriente;31/10/2021;0:00;0;18.9;5.20;97;21.0;3.5;53;1016.4
4018;sierra;31/10/2021;12:00;1;11.9;1.20;83;10.6;158.8;51;1021.0
4019;costa;31/10/2021;12:00;1;21.9;2.20;90;25.4;0.7;51;1014.4
4020;oriente;31/10/2021;12:00;1;22.4;1.40;81;25.3;46.0;51;1017.7
4021;sierra;1/11/2021;0:00;0;8.0;1.60;93;7.0;0.0;51;1020.5
4022;costa;1/11/2021;0:00;0;26.2;0.10;72;28.7;112.0;51;1011.2
4023;oriente;1/11/2021;0:00;0;19.2;2.50;95;21.9;0.8;51;1017.1
4024;sierra;1/11/2021;12:00;1;13.1;0.50;82;12.1;189.0;51;1020.0
4025;costa;1/11/2021;12:00;1;22.1;0.40;84;24.8;0.0;51;1015.1
4026;oriente;1/11/2021;12:00;1;24.6;0.40;74;27.6;129.7;51;1016.0
4027;sierra;2/11/2021;0:00;0;10.1;0.70;85;9.0;1.8;51;1019.8
4028;costa;2/11/2021;0:00;0;25.0;0.00;74;27.5;55.2;1;1011.5
4029;oriente;2/11/2021;0:00;0;19.5;4.10;98;22.4;2.3;53;1016.6
4030;sierra;2/11/2021;12:00;1;10.5;7.70;100;10.1;130.3;55;1020.1
4031;costa;2/11/2021;12:00;1;22.2;0.00;84;25.2;4.2;1;1014.4
4032;oriente;2/11/2021;12:00;1;23.9;1.20;73;26.4;227.8;51;1015.9
4033;sierra;3/11/2021;0:00;0;9.3;22.70;96;8.8;1.2;63;1019.8
4034;costa;3/11/2021;0:00;0;25.1;0.00;67;26.4;91.0;3;1012.7
4035;oriente;3/11/2021;0:00;0;18.8;7.70;99;21.5;3.0;55;1015.8
4036;sierra;3/11/2021;12:00;1;12.7;4.30;86;11.8;122.5;53;1019.1
4037;costa;3/11/2021;12:00;1;21.9;0.00;80;24.4;0.8;3;1014.7
4038;oriente;3/11/2021;12:00;1;24.8;1.30;76;28.4;220.3;51;1015.1
4039;sierra;4/11/2021;0:00;0;9.3;7.00;93;8.2;2.7;55;1019.0
4040;costa;4/11/2021;0:00;0;23.8;0.00;77;25.5;68.8;2;1011.0
4041;oriente;4/11/2021;0:00;0;19.9;4.20;99;22.9;2.2;53;1015.7
4042;sierra;4/11/2021;12:00;1;12.0;1.00;91;11.4;134.0;51;1019.1
4043;costa;4/11/2021;12:00;1;21.8;0.00;84;24.6;0.5;3;1013.6
4044;oriente;4/11/2021;12:00;1;23.5;0.70;78;26.0;81.2;51;1015.8
4045;sierra;5/11/2021;0:00;0;10.0;14.80;94;9.4;0.7;61;1018.6
4046;costa;5/11/2021;0:00;0;24.5;0.00;77;26.7;72.7;3;1010.6
4047;oriente;5/11/2021;0:00;0;18.7;5.30;98;21.5;1.0;53;1015.5
4048;sierra;5/11/2021;12:00;1;10.3;4.10;90;9.2;63.3;53;1020.8
4049;costa;5/11/2021;12:00;1;22.3;0.00;83;24.8;0.8;3;1012.9
4050;oriente;5/11/2021;12:00;1;21.0;1.50;95;24.5;13.5;51;1016.8
4051;sierra;6/11/2021;0:00;0;9.0;1.60;95;8.2;5.8;51;1020.5
4052;costa;6/11/2021;0:00;0;24.5;0.00;72;26.3;48.2;3;1011.8
4053;oriente;6/11/2021;0:00;0;19.1;2.20;98;22.2;2.2;51;1015.8
4054;sierra;6/11/2021;12:00;1;9.8;2.40;91;8.5;42.7;51;1022.2
4055;costa;6/11/2021;12:00;1;21.2;0.00;86;23.8;5.0;1;1013.6
4056;oriente;6/11/2021;12:00;1;25.1;0.00;73;28.5;290.5;3;1015.8
4057;sierra;7/11/2021;0:00;0;9.6;0.00;75;8.0;9.2;2;1019.6
4058;costa;7/11/2021;0:00;0;24.9;0.00;63;25.6;266.2;2;1010.9
4059;oriente;7/11/2021;0:00;0;18.7;0.20;86;20.5;3.7;51;1014.4
4060;sierra;7/11/2021;12:00;1;11.5;0.90;80;10.3;215.0;51;1021.0
4061;costa;7/11/2021;12:00;1;21.8;0.00;79;23.6;4.5;3;1014.1
4062;oriente;7/11/2021;12:00;1;26.2;0.20;64;28.8;325.7;51;1015.1
4063;sierra;8/11/2021;0:00;0;9.6;0.10;81;8.4;1.0;51;1020.0
4064;costa;8/11/2021;0:00;0;24.6;0.00;68;25.6;137.3;3;1012.2
4065;oriente;8/11/2021;0:00;0;18.7;0.00;91;21.0;3.2;3;1014.5
4066;sierra;8/11/2021;12:00;1;11.9;0.30;80;10.7;268.5;51;1020.6
4067;costa;8/11/2021;12:00;1;21.4;0.00;83;24.0;3.0;3;1015.0
4068;oriente;8/11/2021;12:00;1;23.8;5.00;82;27.4;120.0;53;1016.5
4069;sierra;9/11/2021;0:00;0;9.8;0.60;86;8.7;3.8;51;1019.6
4070;costa;9/11/2021;0:00;0;24.5;0.00;69;25.9;95.5;2;1011.8
4071;oriente;9/11/2021;0:00;0;19.3;4.40;98;22.1;0.7;53;1016.7
4072;sierra;9/11/2021;12:00;1;10.3;18.20;95;9.3;3.0;63;1020.9
4073;costa;9/11/2021;12:00;1;21.3;0.00;80;23.1;1.5;3;1014.6
4074;oriente;9/11/2021;12:00;1;23.8;1.10;83;27.4;105.3;51;1016.3
4075;sierra;10/11/2021;0:00;0;9.5;12.50;99;9.0;3.3;61;1018.7
4076;costa;10/11/2021;0:00;0;25.7;0.00;66;27.5;293.0;3;1011.6
4077;oriente;10/11/2021;0:00;0;19.4;2.50;98;22.3;2.2;51;1015.2
4078;sierra;10/11/2021;12:00;1;10.2;8.60;100;9.4;2.7;61;1019.7
4079;costa;10/11/2021;12:00;1;21.4;0.00;81;23.4;4.8;1;1013.3
4080;oriente;10/11/2021;12:00;1;22.9;1.50;83;25.9;56.3;51;1014.9
4081;sierra;11/11/2021;0:00;0;9.5;4.80;95;9.2;0.0;53;1018.5
4082;costa;11/11/2021;0:00;0;24.8;0.00;74;27.2;57.0;3;1011.0
4083;oriente;11/11/2021;0:00;0;19.2;1.70;97;22.1;2.0;51;1015.3
4084;sierra;11/11/2021;12:00;1;11.7;1.90;96;11.1;44.3;51;1018.8
4085;costa;11/11/2021;12:00;1;22.2;0.00;81;24.5;3.5;0;1013.9
4086;oriente;11/11/2021;12:00;1;23.1;1.30;79;25.6;113.0;51;1015.0
4087;sierra;12/11/2021;0:00;0;9.3;4.10;99;8.7;0.7;53;1019.1
4088;costa;12/11/2021;0:00;0;25.0;0.00;73;27.1;170.2;3;1010.9
4089;oriente;12/11/2021;0:00;0;19.1;6.20;99;22.0;2.3;55;1015.1
4090;sierra;12/11/2021;12:00;1;10.4;3.60;100;9.6;69.3;53;1019.5
4091;costa;12/11/2021;12:00;1;22.3;0.00;81;24.7;0.8;3;1013.9
4092;oriente;12/11/2021;12:00;1;22.4;0.60;87;25.6;57.3;51;1015.4
4093;sierra;13/11/2021;0:00;0;8.9;5.10;98;8.4;1.0;53;1020.2
4094;costa;13/11/2021;0:00;0;24.4;0.00;73;26.0;135.5;3;1011.1
4095;oriente;13/11/2021;0:00;0;19.1;3.30;98;22.1;0.7;53;1016.0
4096;sierra;13/11/2021;12:00;1;10.9;1.20;87;9.9;155.0;51;1020.3
4097;costa;13/11/2021;12:00;1;22.0;0.00;81;24.3;1.3;3;1013.3
4098;oriente;13/11/2021;12:00;1;25.1;0.80;75;28.6;201.7;51;1014.8
4099;sierra;14/11/2021;0:00;0;9.4;3.20;97;8.8;0.0;53;1018.2
4100;costa;14/11/2021;0:00;0;25.2;0.00;70;27.0;103.5;0;1010.9
4101;oriente;14/11/2021;0:00;0;19.0;0.10;93;21.7;0.5;51;1014.5
4102;sierra;14/11/2021;12:00;1;11.4;3.60;94;10.5;184.5;53;1019.2
4103;costa;14/11/2021;12:00;1;21.2;0.00;86;23.9;4.8;1;1013.0
4104;oriente;14/11/2021;12:00;1;25.1;0.70;75;28.6;297.7;51;1014.0
4105;sierra;15/11/2021;0:00;0;9.4;0.50;90;8.4;5.0;51;1018.5
4106;costa;15/11/2021;0:00;0;24.7;0.00;70;26.2;46.5;0;1009.9
4107;oriente;15/11/2021;0:00;0;18.8;4.40;100;21.3;2.8;53;1014.7
4108;sierra;15/11/2021;12:00;1;12.7;0.20;89;12.1;295.8;51;1018.4
4109;costa;15/11/2021;12:00;1;22.0;0.00;80;24.2;0.0;3;1013.6
4110;oriente;15/11/2021;12:00;1;25.0;0.20;75;28.3;170.0;51;1014.0
4111;sierra;16/11/2021;0:00;0;10.2;0.70;87;9.6;3.0;51;1017.5
4112;costa;16/11/2021;0:00;0;23.7;0.00;67;23.8;88.0;3;1011.0
4113;oriente;16/11/2021;0:00;0;20.2;0.80;95;23.6;3.8;51;1014.3
4114;sierra;16/11/2021;12:00;1;10.8;3.90;97;10.1;126.7;53;1018.3
4115;costa;16/11/2021;12:00;1;20.5;0.00;85;23.1;4.7;3;1013.3
4116;oriente;16/11/2021;12:00;1;23.4;0.70;83;26.9;56.8;51;1014.0
4117;sierra;17/11/2021;0:00;0;9.2;8.20;97;8.8;4.2;61;1019.1
4118;costa;17/11/2021;0:00;0;24.9;0.00;67;25.5;190.2;3;1010.3
4119;oriente;17/11/2021;0:00;0;18.1;2.00;99;20.7;3.0;51;1014.5
4120;sierra;17/11/2021;12:00;1;12.8;0.10;85;12.1;238.5;51;1017.5
4121;costa;17/11/2021;12:00;1;21.1;0.00;83;23.2;3.7;3;1013.0
4122;oriente;17/11/2021;12:00;1;23.7;0.50;82;26.8;181.5;51;1014.3
4123;sierra;18/11/2021;0:00;0;9.4;9.40;96;8.9;4.3;61;1018.2
4124;costa;18/11/2021;0:00;0;25.3;0.00;64;26.2;60.3;3;1011.1
4125;oriente;18/11/2021;0:00;0;20.1;1.00;98;23.2;3.0;51;1014.7
4126;sierra;18/11/2021;12:00;1;11.5;4.50;100;11.2;111.8;53;1017.4
4127;costa;18/11/2021;12:00;1;21.5;0.00;79;23.8;4.0;3;1013.4
4128;oriente;18/11/2021;12:00;1;23.9;0.50;78;26.4;135.3;51;1014.4
4129;sierra;19/11/2021;0:00;0;9.7;6.00;96;9.0;0.0;55;1018.6
4130;costa;19/11/2021;0:00;0;25.0;0.00;67;26.3;55.5;3;1011.8
4131;oriente;19/11/2021;0:00;0;19.2;4.00;100;22.1;2.8;53;1014.8
4132;sierra;19/11/2021;12:00;1;9.6;13.00;99;9.0;0.0;61;1020.1
4133;costa;19/11/2021;12:00;1;20.9;0.00;81;22.8;3.5;2;1014.1
4134;oriente;19/11/2021;12:00;1;24.0;0.50;74;26.5;221.3;51;1015.4
4135;sierra;20/11/2021;0:00;0;8.9;5.60;97;8.1;4.0;53;1019.2
4136;costa;20/11/2021;0:00;0;25.5;0.00;67;27.2;98.0;1;1010.8
4137;oriente;20/11/2021;0:00;0;18.4;6.10;99;20.6;1.0;55;1015.4
4138;sierra;20/11/2021;12:00;1;10.5;2.50;98;9.8;42.8;51;1019.0
4139;costa;20/11/2021;12:00;1;21.1;0.00;83;23.7;5.8;0;1012.7
4140;oriente;20/11/2021;12:00;1;23.3;0.80;80;26.2;180.3;51;1014.7
4141;sierra;21/11/2021;0:00;0;8.4;5.70;98;7.5;3.0;53;1020.7
4142;costa;21/11/2021;0:00;0;25.4;0.00;65;26.6;276.7;3;1009.9
4143;oriente;21/11/2021;0:00;0;18.5;16.10;99;21.0;1.3;63;1015.7
4144;sierra;21/11/2021;12:00;1;12.3;1.00;84;10.9;169.5;51;1019.2
4145;costa;21/11/2021;12:00;1;20.4;0.00;81;22.0;5.7;0;1012.8
4146;oriente;21/11/2021;12:00;1;25.1;0.60;73;28.6;260.7;51;1014.6
4147;sierra;22/11/2021;0:00;0;9.3;0.10;80;7.9;4.2;51;1018.8
4148;costa;22/11/2021;0:00;0;24.1;0.00;66;25.0;234.7;1;1010.5
